customer_id,customer_name,segment,region,city,state
JB-15400,Jennifer Braxton,Corporate,East,Bristol,Connecticut
GM-14440,Gary McGarr,Consumer,East,New York City,New York
RF-19840,Roy Französisch,Consumer,Central,San Antonio,Texas
NC-18625,Noah Childs,Corporate,West,Aurora,Colorado
NG-18355,Nat Gilpin,Corporate,East,Newark,Ohio
AH-10075,Adam Hart,Corporate,West,Henderson,Nevada
CH-12070,Cathy Hwang,Home Office,East,Philadelphia,Pennsylvania
CC-12145,Charles Crestani,Consumer,West,Seattle,Washington
ME-18010,Michelle Ellison,Corporate,West,San Francisco,California
BP-11230,Benjamin Patterson,Consumer,West,Spokane,Washington
MP-17470,Mark Packer,Home Office,East,Columbus,Ohio
CJ-12010,Caroline Jumper,Consumer,East,Long Beach,New York
JC-15775,John Castell,Consumer,Central,San Antonio,Texas
CK-12760,Cyma Kinney,Corporate,South,Jacksonville,Florida
LF-17185,Luke Foster,Consumer,East,New York City,New York
CC-12430,Chuck Clark,Home Office,East,Philadelphia,Pennsylvania
DL-12865,Dan Lawera,Consumer,Central,Keller,Texas
PG-18895,Paul Gonzalez,Consumer,West,San Francisco,California
EH-14005,Erica Hernandez,Home Office,South,Hialeah,Florida
TB-21520,Tracy Blumstein,Consumer,East,Fairfield,Ohio
DK-13225,Dean Katz,Corporate,West,Huntington Beach,California
JP-15520,Jeremy Pistek,Consumer,South,Port Orange,Florida
CD-11980,Carol Darley,Consumer,West,Medford,Oregon
AS-10090,Adam Shillingsburg,Consumer,South,Charlottesville,Virginia
JO-15280,Jas O'Carroll,Consumer,West,Missoula,Montana
AC-10450,Amy Cox,Consumer,Central,Minneapolis,Minnesota
RA-19945,Ryan Akin,Consumer,South,Miami,Florida
Co-12640,Corey-Lock,Consumer,South,Florence,South Carolina
DW-13480,Dianna Wilson,Home Office,Central,Detroit,Michigan
DK-12835,Damala Kotsonis,Corporate,West,Springfield,Oregon
MD-17860,Michael Dominguez,Corporate,Central,Indianapolis,Indiana
RP-19855,Roy Phan,Corporate,South,Apopka,Florida
RW-19540,Rick Wilson,Corporate,West,Los Angeles,California
DB-13660,Duane Benoit,Consumer,East,Oceanside,New York
SC-20770,Stewart Carmichael,Corporate,West,Los Angeles,California
FH-14275,Frank Hawley,Corporate,Central,Houston,Texas
EH-13990,Erica Hackney,Consumer,South,Roswell,Georgia
AS-10630,Ann Steele,Home Office,South,Boynton Beach,Florida
HA-14905,Helen Abelman,Consumer,East,Franklin,Massachusetts
CH-12070,Cathy Hwang,Home Office,Central,Detroit,Michigan
EH-13765,Edward Hooks,Corporate,East,Watertown,New York
MZ-17515,Mary Zewe,Corporate,East,Reading,Pennsylvania
SC-20230,Scot Coram,Corporate,Central,Arlington,Texas
GM-14680,Greg Matthias,Consumer,West,Los Angeles,California
RH-19495,Rick Hansen,Consumer,West,Denver,Colorado
VM-21685,Valerie Mitchum,Home Office,West,Seattle,Washington
CC-12670,Craig Carreira,Consumer,West,Scottsdale,Arizona
SV-20365,Seth Vernon,Consumer,South,Lafayette,Louisiana
NP-18685,Nora Pelletier,Home Office,West,San Francisco,California
JE-15715,Joe Elijah,Consumer,West,Broomfield,Colorado
CP-12085,Cathy Prescott,Corporate,Central,Quincy,Illinois
EA-14035,Erin Ashbrook,Corporate,Central,Carrollton,Texas
AC-10615,Ann Chong,Corporate,East,New York City,New York
RW-19690,Robert Waldorf,Consumer,Central,Springfield,Missouri
DB-13210,Dean Braden,Consumer,East,Paterson,New Jersey
BD-11320,Bill Donatelli,Consumer,Central,Tulsa,Oklahoma
ML-17755,Max Ludwig,Home Office,Central,Chicago,Illinois
JD-16015,Joy Daniels,Consumer,Central,Chicago,Illinois
AS-10225,Alan Schoenberger,Corporate,South,Montgomery,Alabama
AA-10375,Allen Armold,Consumer,West,Salem,Oregon
KT-16465,Kean Takahito,Consumer,West,Glendale,Arizona
MM-18280,Muhammed MacIntyre,Corporate,South,Columbus,Georgia
NG-18430,Nathan Gelder,Consumer,Central,Oklahoma City,Oklahoma
LW-16825,Laurel Workman,Corporate,West,Brentwood,California
CB-12415,Christy Brittain,Consumer,East,Columbus,Ohio
AS-10090,Adam Shillingsburg,Consumer,Central,Springfield,Missouri
CB-12415,Christy Brittain,Consumer,East,Philadelphia,Pennsylvania
ML-17755,Max Ludwig,Home Office,West,Springfield,Oregon
JS-16030,Joy Smith,Consumer,Central,Houston,Texas
ND-18460,Neil Ducich,Corporate,South,Chesapeake,Virginia
LW-17215,Luke Weiss,Consumer,West,Pasadena,California
JW-15955,Joni Wasserman,Consumer,South,Louisville,Kentucky
SC-20050,Sample Company A,Home Office,Central,Lubbock,Texas
RW-19630,Rob Williams,Corporate,Central,Columbia,Missouri
CM-12190,Charlotte Melton,Consumer,Central,Chicago,Illinois
JF-15190,Jamie Frazer,Consumer,South,Johnson City,Tennessee
SC-20800,Stuart Calhoun,Consumer,Central,Houston,Texas
AM-10705,Anne McFarland,Consumer,South,Auburn,Alabama
BK-11260,Berenike Kampe,Consumer,West,San Bernardino,California
RH-19510,Rick Huthwaite,Home Office,East,Providence,Rhode Island
GM-14500,Gene McClure,Consumer,West,Fresno,California
MC-17275,Marc Crier,Consumer,West,Seattle,Washington
VM-21685,Valerie Mitchum,Home Office,West,Lancaster,California
GP-14740,Guy Phonely,Corporate,East,Leominster,Massachusetts
GB-14530,George Bell,Corporate,Central,Fort Worth,Texas
CT-11995,Carol Triggs,Consumer,Central,Rochester,Minnesota
CW-11905,Carl Weiss,Home Office,West,Bozeman,Montana
SN-20560,Skye Norling,Home Office,West,Peoria,Arizona
EB-13705,Ed Braxton,Corporate,West,San Diego,California
JW-15220,Jane Waco,Corporate,East,Lakewood,Ohio
KB-16585,Ken Black,Corporate,Central,Houston,Texas
MC-17590,Matt Collister,Corporate,East,Perth Amboy,New Jersey
CK-12595,Clytie Kelty,Consumer,East,Philadelphia,Pennsylvania
RD-19480,Rick Duston,Consumer,Central,Richmond,Indiana
TP-21130,Theone Pippenger,Consumer,Central,Detroit,Michigan
GG-14650,Greg Guthrie,Corporate,West,Los Angeles,California
ZC-21910,Zuschuss Carroll,Consumer,West,Pomona,California
CC-12610,Corey Catlett,Corporate,East,Philadelphia,Pennsylvania
KA-16525,Kelly Andreada,Consumer,West,Ontario,California
TC-20980,Tamara Chand,Corporate,West,Seattle,Washington
DB-13270,Deborah Brumfield,Home Office,West,Brentwood,California
TR-21325,Toby Ritter,Consumer,West,San Francisco,California
BF-11080,Bart Folk,Consumer,East,Baltimore,Maryland
MS-17365,Maribeth Schnelling,Consumer,West,Phoenix,Arizona
CK-12595,Clytie Kelty,Consumer,West,Los Angeles,California
ED-13885,Emily Ducich,Home Office,Central,Houston,Texas
IM-15070,Irene Maddox,Consumer,East,New York City,New York
MY-17380,Maribeth Yedwab,Corporate,West,Rancho Cucamonga,California
MM-17260,Magdelene Morse,Consumer,East,Wilmington,Delaware
MP-17470,Mark Packer,Home Office,Central,Moorhead,Minnesota
AW-10840,Anthony Witt,Consumer,West,Farmington,New Mexico
SF-20065,Sandra Flanagan,Consumer,South,Wilmington,North Carolina
SN-20710,Steve Nguyen,Home Office,South,Jackson,Mississippi
RD-19900,Ruben Dartt,Consumer,West,Portland,Oregon
KT-16480,Kean Thornton,Consumer,West,Denver,Colorado
AH-10120,Adrian Hane,Home Office,West,Tucson,Arizona
BW-11200,Ben Wallace,Consumer,South,Boynton Beach,Florida
HG-14965,Henry Goldwyn,Corporate,Central,Mesquite,Texas
SG-20080,Sandra Glassco,Consumer,West,Redlands,California
RK-19300,Ralph Kennedy,Consumer,East,Rochester,New York
SW-20245,Scot Wooten,Consumer,West,Stockton,California
RW-19630,Rob Williams,Corporate,West,Seattle,Washington
TS-21085,Thais Sissman,Consumer,South,Ormond Beach,Florida
JB-15400,Jennifer Braxton,Corporate,West,Sunnyvale,California
EH-14005,Erica Hernandez,Home Office,Central,Lansing,Michigan
EH-14005,Erica Hernandez,Home Office,East,Philadelphia,Pennsylvania
BS-11665,Brian Stugart,Consumer,East,Philadelphia,Pennsylvania
JK-16120,Julie Kriz,Home Office,East,Philadelphia,Pennsylvania
RF-19345,Randy Ferguson,Corporate,East,Dover,New Hampshire
WB-21850,William Brown,Consumer,East,Philadelphia,Pennsylvania
TB-21625,Trudy Brown,Consumer,Central,Grand Prairie,Texas
CB-12415,Christy Brittain,Consumer,East,New York City,New York
GT-14635,Grant Thornton,Corporate,East,Long Beach,New York
TS-21160,Theresa Swint,Corporate,East,York,Pennsylvania
WB-21850,William Brown,Consumer,West,Concord,California
DO-13435,Denny Ordway,Consumer,East,New York City,New York
AF-10870,Art Ferguson,Consumer,Central,College Station,Texas
RB-19435,Richard Bierner,Consumer,Central,Saint Louis,Missouri
AR-10540,Andy Reiter,Consumer,East,Quincy,Massachusetts
DR-12880,Dan Reichenbach,Corporate,East,New York City,New York
BF-11170,Ben Ferrer,Home Office,Central,Dallas,Texas
LB-16735,Larry Blacks,Consumer,West,Los Angeles,California
DV-13465,Dianna Vittorini,Consumer,Central,Minneapolis,Minnesota
NK-18490,Neil Knudson,Home Office,South,Deltona,Florida
LH-17155,Logan Haushalter,Consumer,East,Cincinnati,Ohio
DW-13480,Dianna Wilson,Home Office,West,Oakland,California
KF-16285,Karen Ferguson,Home Office,West,Manteca,California
HA-14920,Helen Andreada,Consumer,Central,Laredo,Texas
JH-15820,John Huston,Consumer,East,Kent,Ohio
LC-16930,Linda Cazamias,Corporate,Central,San Angelo,Texas
IL-15100,Ivan Liston,Consumer,West,San Francisco,California
LS-16975,Lindsay Shagiari,Home Office,Central,Houston,Texas
CC-12610,Corey Catlett,Corporate,Central,Houston,Texas
PB-18805,Patrick Bzostek,Home Office,West,Salt Lake City,Utah
CJ-12010,Caroline Jumper,Consumer,East,New York City,New York
HK-14890,Heather Kirkland,Corporate,West,Salinas,California
RH-19600,Rob Haberlin,Consumer,South,Huntsville,Alabama
IL-15100,Ivan Liston,Consumer,Central,Columbus,Indiana
AS-10240,Alan Shonely,Consumer,West,Los Angeles,California
AP-10915,Arthur Prichep,Consumer,West,Seattle,Washington
AG-10390,Allen Goldenen,Consumer,South,Knoxville,Tennessee
BF-11080,Bart Folk,Consumer,South,Montgomery,Alabama
LT-17110,Liz Thompson,Consumer,South,Little Rock,Arkansas
BT-11305,Beth Thompson,Home Office,West,Seattle,Washington
SC-20725,Steven Cartwright,Consumer,East,Lancaster,Pennsylvania
CG-12040,Catherine Glotzbach,Home Office,South,Bristol,Tennessee
AW-10930,Arthur Wiediger,Home Office,Central,Aurora,Illinois
RB-19705,Roger Barcio,Home Office,East,New York City,New York
ML-17410,Maris LaWare,Consumer,East,Fairfield,Connecticut
VB-21745,Victoria Brennan,Corporate,Central,Lincoln Park,Michigan
SW-20275,Scott Williamson,Consumer,East,New York City,New York
NS-18505,Neola Schneider,Consumer,West,San Jose,California
DB-13555,Dorothy Badders,Corporate,South,Jacksonville,Florida
MH-17620,Matt Hagelstein,Corporate,West,San Francisco,California
DK-13375,Dennis Kane,Consumer,East,Marion,Ohio
EA-14035,Erin Ashbrook,Corporate,East,Philadelphia,Pennsylvania
BT-11440,Bobby Trafton,Consumer,West,Littleton,Colorado
LA-16780,Laura Armstrong,Corporate,Central,Austin,Texas
GM-14680,Greg Matthias,Consumer,East,New York City,New York
DB-13405,Denny Blanton,Consumer,Central,La Porte,Indiana
JH-15820,John Huston,Consumer,Central,Chicago,Illinois
DJ-13630,Doug Jacobs,Consumer,West,Portland,Oregon
QJ-19255,Quincy Jones,Corporate,East,Burlington,Vermont
CT-11995,Carol Triggs,Consumer,Central,Indianapolis,Indiana
RH-19510,Rick Huthwaite,Home Office,West,Provo,Utah
SJ-20125,Sanjit Jacobs,Home Office,Central,Chicago,Illinois
TG-21310,Toby Gnade,Consumer,West,Los Angeles,California
CT-11995,Carol Triggs,Consumer,East,Philadelphia,Pennsylvania
BF-11005,Barry Franz,Home Office,West,Pasadena,California
JM-16195,Justin MacKendrick,Consumer,West,Los Angeles,California
JK-16120,Julie Kriz,Home Office,West,San Diego,California
HG-14965,Henry Goldwyn,Corporate,West,San Francisco,California
LA-16780,Laura Armstrong,Corporate,East,Bangor,Maine
TS-21610,Troy Staebel,Consumer,West,San Francisco,California
MZ-17335,Maria Zettner,Home Office,West,San Diego,California
MW-18220,Mitch Webber,Consumer,East,New York City,New York
MV-17485,Mark Van Huff,Consumer,South,Arlington,Virginia
AA-10375,Allen Armold,Consumer,South,Atlanta,Georgia
SM-20320,Sean Miller,Home Office,South,Monroe,North Carolina
TP-21415,Tom Prescott,Consumer,West,Seattle,Washington
DK-13225,Dean Katz,Corporate,East,Rochester,New York
MK-17905,Michael Kennedy,Corporate,South,Miami,Florida
CS-12130,Chad Sievert,Consumer,West,Seattle,Washington
JL-15850,John Lucas,Consumer,West,San Francisco,California
AR-10405,Allen Rosenblatt,Corporate,West,Los Angeles,California
LM-17065,Liz MacKendrick,Consumer,South,Southaven,Mississippi
JK-15625,Jim Karlsson,Consumer,West,Seattle,Washington
FM-14215,Filia McAdams,Corporate,East,Middletown,Connecticut
SF-20200,Sarah Foster,Consumer,Central,New Castle,Indiana
PJ-18835,Patrick Jones,Corporate,South,Murfreesboro,Tennessee
CS-12355,Christine Sundaresam,Consumer,South,Salem,Virginia
BB-10990,Barry Blumstein,Corporate,East,Toledo,Ohio
BW-11200,Ben Wallace,Consumer,West,Los Angeles,California
RS-19420,Ricardo Sperren,Corporate,West,Seattle,Washington
TS-21160,Theresa Swint,Corporate,South,Columbus,Georgia
QJ-19255,Quincy Jones,Corporate,East,New York City,New York
VD-21670,Valerie Dominguez,Consumer,East,New York City,New York
JL-15505,Jeremy Lonsdale,Consumer,Central,Midland,Michigan
DL-13495,Dionis Lloyd,Corporate,South,Columbus,Georgia
MO-17800,Meg O'Connel,Home Office,South,Roswell,Georgia
BP-11185,Ben Peterman,Corporate,Central,Chicago,Illinois
MS-17980,Michael Stewart,Corporate,Central,Houston,Texas
SV-20935,Susan Vittorini,Consumer,East,New York City,New York
BC-11125,Becky Castell,Home Office,West,Peoria,Arizona
EM-13825,Elizabeth Moffitt,Corporate,Central,Sioux Falls,South Dakota
BD-11500,Bradley Drucker,Consumer,South,Richmond,Virginia
HW-14935,Helen Wasserman,Corporate,West,Seattle,Washington
KC-16255,Karen Carlisle,Corporate,South,Henderson,Kentucky
BM-11575,Brendan Murry,Corporate,East,New York City,New York
KN-16705,Kristina Nunn,Home Office,West,Fort Collins,Colorado
JD-16150,Justin Deggeller,Corporate,East,Philadelphia,Pennsylvania
LA-16780,Laura Armstrong,Corporate,West,Los Angeles,California
RW-19690,Robert Waldorf,Consumer,Central,Lafayette,Indiana
KW-16570,Kelly Williams,Consumer,South,Clarksville,Tennessee
CC-12220,Chris Cortes,Consumer,East,Fairfield,Connecticut
JK-15625,Jim Karlsson,Consumer,East,Columbus,Ohio
DC-13285,Debra Catini,Consumer,South,Warner Robins,Georgia
GM-14455,Gary Mitchum,Home Office,East,Franklin,Massachusetts
CL-11890,Carl Ludwig,Consumer,Central,Chicago,Illinois
PV-18985,Paul Van Hugh,Home Office,Central,Milwaukee,Wisconsin
LT-17110,Liz Thompson,Consumer,Central,San Antonio,Texas
AM-10360,Alice McCarthy,Corporate,West,Los Angeles,California
SC-20260,Scott Cohen,Corporate,West,San Francisco,California
RF-19840,Roy Französisch,Consumer,East,Columbus,Ohio
AB-10060,Adam Bellavance,Home Office,South,Waynesboro,Virginia
EH-13990,Erica Hackney,Consumer,West,Sacramento,California
MN-17935,Michael Nguyen,Consumer,East,Clinton,Maryland
KL-16555,Kelly Lampkin,Corporate,East,Fairfield,Ohio
MP-17965,Michael Paige,Corporate,East,Warwick,Rhode Island
BF-11020,Barry Französisch,Corporate,Central,Aurora,Illinois
TP-21130,Theone Pippenger,Consumer,South,Smyrna,Georgia
MS-17770,Maxwell Schwartz,Consumer,East,Columbus,Ohio
KM-16375,Katherine Murray,Home Office,West,Thousand Oaks,California
BE-11455,Brad Eason,Home Office,East,Lorain,Ohio
CV-12295,Christina VanderZanden,Consumer,West,Fresno,California
DK-13375,Dennis Kane,Consumer,West,San Diego,California
SG-20605,Speros Goranitis,Consumer,East,New York City,New York
CS-12355,Christine Sundaresam,Consumer,East,Malden,Massachusetts
PJ-18835,Patrick Jones,Corporate,East,New York City,New York
NP-18700,Nora Preis,Consumer,West,San Francisco,California
SB-20290,Sean Braxton,Corporate,South,Florence,South Carolina
HM-14860,Harry Marie,Corporate,Central,Huntsville,Texas
MG-18145,Mike Gockenbach,Consumer,West,Los Angeles,California
TM-21010,Tamara Manning,Consumer,West,San Francisco,California
BE-11335,Bill Eplett,Home Office,West,San Francisco,California
AS-10630,Ann Steele,Home Office,East,Philadelphia,Pennsylvania
EM-13810,Eleni McCrary,Corporate,West,Los Angeles,California
JA-15970,Joseph Airdo,Consumer,West,Los Angeles,California
TB-21595,Troy Blackwell,Consumer,Central,Milwaukee,Wisconsin
PP-18955,Paul Prost,Home Office,East,Holyoke,Massachusetts
ML-18040,Michelle Lonsdale,Corporate,West,Albuquerque,New Mexico
LC-16930,Linda Cazamias,Corporate,West,Sparks,Nevada
MC-17590,Matt Collister,Corporate,West,Coachella,California
CR-12580,Clay Rozendal,Home Office,Central,Elmhurst,Illinois
SV-20935,Susan Vittorini,Consumer,East,Fairfield,Ohio
MZ-17515,Mary Zewe,Corporate,Central,Arlington,Texas
RB-19795,Ross Baird,Home Office,West,San Francisco,California
HM-14860,Harry Marie,Corporate,West,Seattle,Washington
AZ-10750,Annie Zypern,Consumer,East,New York City,New York
JH-15910,Jonathan Howell,Consumer,Central,Houston,Texas
PJ-18835,Patrick Jones,Corporate,South,Springfield,Virginia
CA-12265,Christina Anderson,Consumer,West,Farmington,New Mexico
PW-19240,Pierre Wener,Consumer,West,Louisville,Colorado
SW-20455,Shaun Weien,Consumer,South,Tampa,Florida
AF-10870,Art Ferguson,Consumer,East,Passaic,New Jersey
AM-10705,Anne McFarland,Consumer,West,Los Angeles,California
BD-11320,Bill Donatelli,Consumer,East,Philadelphia,Pennsylvania
CM-12385,Christopher Martinez,Consumer,South,North Charleston,South Carolina
CS-12400,Christopher Schild,Home Office,West,San Jose,California
DB-13405,Denny Blanton,Consumer,East,New York City,New York
JG-15160,James Galang,Consumer,East,Plainfield,New Jersey
SC-20380,Shahid Collister,Consumer,West,Seattle,Washington
CS-12460,Chuck Sachs,Consumer,East,New York City,New York
MK-18160,Mike Kennedy,Consumer,South,Newport News,Virginia
CM-11935,Carlos Meador,Consumer,South,Fayetteville,North Carolina
PF-19225,Phillip Flathmann,Consumer,West,Los Angeles,California
GM-14695,Greg Maxwell,Corporate,West,Los Angeles,California
DC-12850,Dan Campbell,Consumer,East,New York City,New York
FO-14305,Frank Olsen,Consumer,Central,Dallas,Texas
AH-10210,Alan Hwang,Consumer,West,Seattle,Washington
KN-16705,Kristina Nunn,Home Office,West,Seattle,Washington
CB-12535,Claudia Bergmann,Corporate,East,Newark,Delaware
TB-21250,Tim Brockman,Consumer,East,New York City,New York
KD-16345,Katherine Ducich,Consumer,West,Los Angeles,California
JM-15865,John Murray,Consumer,East,Jamestown,New York
KT-16480,Kean Thornton,Consumer,Central,Houston,Texas
SC-20575,Sonia Cooley,Consumer,Central,Mishawaka,Indiana
BS-11800,Bryan Spruell,Home Office,West,San Diego,California
BT-11395,Bill Tyler,Corporate,West,San Francisco,California
DC-12850,Dan Campbell,Consumer,South,Miami,Florida
LS-17200,Luke Schmidt,Corporate,Central,Skokie,Illinois
RR-19315,Ralph Ritter,Consumer,West,San Francisco,California
KL-16645,Ken Lonsdale,Consumer,West,San Francisco,California
RB-19435,Richard Bierner,Consumer,Central,Houston,Texas
MY-17380,Maribeth Yedwab,Corporate,West,Los Angeles,California
AW-10930,Arthur Wiediger,Home Office,Central,Oklahoma City,Oklahoma
KW-16570,Kelly Williams,Consumer,South,Monroe,Louisiana
DB-12910,Daniel Byrd,Home Office,South,Tampa,Florida
BB-11545,Brenda Bowman,Corporate,Central,Chicago,Illinois
NP-18700,Nora Preis,Consumer,East,Bowling Green,Ohio
PB-19105,Peter Bühler,Consumer,Central,Houston,Texas
DW-13585,Dorothy Wardle,Corporate,East,Westfield,New Jersey
CD-12790,Cynthia Delaney,Home Office,Central,Oklahoma City,Oklahoma
TT-21220,Thomas Thornton,Consumer,Central,Houston,Texas
DB-12910,Daniel Byrd,Home Office,South,Fort Lauderdale,Florida
DJ-13510,Don Jones,Corporate,South,Little Rock,Arkansas
DL-13495,Dionis Lloyd,Corporate,East,Philadelphia,Pennsylvania
LO-17170,Lori Olson,Corporate,West,La Quinta,California
SV-20365,Seth Vernon,Consumer,East,Cleveland,Ohio
EM-13810,Eleni McCrary,Corporate,West,San Francisco,California
KD-16615,Ken Dana,Corporate,West,Scottsdale,Arizona
NB-18580,Nicole Brennan,Corporate,East,Philadelphia,Pennsylvania
AP-10720,Anne Pryor,Home Office,East,Malden,Massachusetts
JE-15745,Joel Eaton,Consumer,West,San Jose,California
JM-15865,John Murray,Consumer,West,Phoenix,Arizona
AB-10105,Adrian Barton,Consumer,South,Henderson,Kentucky
PN-18775,Parhena Norris,Home Office,South,Columbia,South Carolina
JC-15775,John Castell,Consumer,South,Tallahassee,Florida
PF-19165,Philip Fox,Consumer,East,New York City,New York
BW-11110,Bart Watters,Corporate,Central,Houston,Texas
BP-11185,Ben Peterman,Corporate,South,Coral Springs,Florida
TM-21010,Tamara Manning,Consumer,West,Orem,Utah
MB-17305,Maria Bertelson,Consumer,South,Nashville,Tennessee
HR-14830,Harold Ryan,Corporate,East,New York City,New York
BD-11635,Brian Derr,Consumer,South,Bowling Green,Kentucky
SF-20200,Sarah Foster,Consumer,West,Bellingham,Washington
SP-20620,Stefania Perrino,Corporate,East,New York City,New York
DR-12880,Dan Reichenbach,Corporate,East,Newark,Ohio
VM-21685,Valerie Mitchum,Home Office,Central,Woodstock,Illinois
CM-12235,Chris McAfee,Consumer,Central,Carrollton,Texas
SM-20320,Sean Miller,Home Office,Central,Lafayette,Indiana
RA-19885,Ruben Ausman,Corporate,South,Columbus,Georgia
SD-20485,Shirley Daniels,Home Office,South,Alexandria,Virginia
CS-12250,Chris Selesnick,Corporate,Central,Haltom City,Texas
BF-11005,Barry Franz,Home Office,West,Los Angeles,California
SE-20110,Sanjit Engle,Consumer,Central,Wheeling,Illinois
RS-19765,Roland Schwarz,Corporate,South,Summerville,South Carolina
BM-11650,Brian Moss,Corporate,Central,Columbus,Indiana
SK-19990,Sally Knutson,Consumer,East,New York City,New York
EN-13780,Edward Nazzal,Consumer,East,New York City,New York
KN-16450,Kean Nguyen,Corporate,South,Jacksonville,Florida
MG-17890,Michael Granlund,Home Office,West,San Diego,California
MC-17590,Matt Collister,Corporate,Central,Arlington,Texas
BO-11350,Bill Overfelt,Corporate,West,Los Angeles,California
AG-10300,Aleksandra Gannaway,Corporate,West,Los Angeles,California
MS-17365,Maribeth Schnelling,Consumer,West,San Francisco,California
JM-15655,Jim Mitchum,Corporate,West,Carlsbad,New Mexico
MC-17635,Matthew Clasen,Corporate,Central,Saint Louis,Missouri
TA-21385,Tom Ashbrook,Home Office,East,New York City,New York
SB-20290,Sean Braxton,Corporate,East,Springfield,Ohio
AB-10150,Aimee Bixby,Consumer,Central,Tulsa,Oklahoma
JF-15295,Jason Fortune-,Consumer,West,Seattle,Washington
BF-10975,Barbara Fisher,Corporate,South,Fayetteville,North Carolina
TT-21265,Tim Taslimi,Corporate,West,Los Angeles,California
SB-20240,Sarah Bern,Consumer,East,New York City,New York
LM-17065,Liz MacKendrick,Consumer,South,Hot Springs,Arkansas
KA-16525,Kelly Andreada,Consumer,Central,Aurora,Illinois
BF-11170,Ben Ferrer,Home Office,South,Raleigh,North Carolina
TB-21400,Tom Boeckenhauer,Consumer,Central,Tulsa,Oklahoma
SH-19975,Sally Hughsby,Corporate,West,Hesperia,California
AS-10225,Alan Schoenberger,Corporate,West,Provo,Utah
PK-19075,Pete Kriz,Consumer,West,San Francisco,California
HR-14830,Harold Ryan,Corporate,West,Gilbert,Arizona
DG-13300,Deirdre Greer,Corporate,East,New York City,New York
CL-12700,Craig Leslie,Home Office,Central,Springfield,Missouri
HF-14995,Herbert Flentye,Consumer,South,Memphis,Tennessee
HG-15025,Hunter Glantz,Consumer,Central,Amarillo,Texas
NL-18310,Nancy Lomonaco,Home Office,West,Los Angeles,California
RR-19525,Rick Reed,Corporate,East,Lowell,Massachusetts
TC-21295,Toby Carlisle,Consumer,West,San Diego,California
DB-13615,Doug Bickford,Consumer,South,Asheville,North Carolina
SV-20785,Stewart Visinsky,Consumer,West,Pueblo,Colorado
MH-18115,Mick Hernandez,Home Office,Central,Jackson,Michigan
CT-11995,Carol Triggs,Consumer,West,Los Angeles,California
KB-16315,Karl Braun,Consumer,South,Thomasville,North Carolina
RA-19285,Ralph Arnett,Consumer,Central,Peoria,Illinois
YC-21895,Yoseph Carroll,Corporate,West,Los Angeles,California
RA-19915,Russell Applegate,Consumer,Central,Chicago,Illinois
CM-12160,Charles McCrossin,Consumer,East,Philadelphia,Pennsylvania
CS-12130,Chad Sievert,Consumer,West,Englewood,Colorado
AJ-10795,Anthony Johnson,Corporate,West,Seattle,Washington
DL-12865,Dan Lawera,Consumer,South,Hialeah,Florida
BE-11410,Bobby Elias,Consumer,East,Lancaster,Ohio
SM-20320,Sean Miller,Home Office,South,Jacksonville,Florida
RP-19390,Resi Pölking,Consumer,East,Baltimore,Maryland
JD-16015,Joy Daniels,Consumer,East,New York City,New York
AB-10255,Alejandro Ballentine,Home Office,West,Carlsbad,New Mexico
GH-14425,Gary Hwang,Consumer,South,Jacksonville,Florida
CP-12085,Cathy Prescott,Corporate,East,Lakewood,Ohio
GM-14440,Gary McGarr,Consumer,East,Troy,New York
LC-16885,Lena Creighton,Consumer,South,Wilmington,North Carolina
CP-12085,Cathy Prescott,Corporate,East,New York City,New York
SC-20680,Steve Carroll,Home Office,South,Columbus,Georgia
DK-13375,Dennis Kane,Consumer,East,New York City,New York
SE-20110,Sanjit Engle,Consumer,West,Costa Mesa,California
LF-17185,Luke Foster,Consumer,Central,Houston,Texas
ON-18715,Odella Nelson,Corporate,South,Cary,North Carolina
TB-21400,Tom Boeckenhauer,Consumer,South,Alexandria,Virginia
DF-13135,David Flashing,Consumer,West,Vallejo,California
EP-13915,Emily Phan,Consumer,East,Philadelphia,Pennsylvania
SK-19990,Sally Knutson,Consumer,East,Toledo,Ohio
FH-14350,Fred Harton,Consumer,West,Seattle,Washington
EH-13945,Eric Hoffmann,Consumer,East,Plainfield,New Jersey
JE-15715,Joe Elijah,Consumer,West,Las Cruces,New Mexico
KL-16645,Ken Lonsdale,Consumer,East,Newark,Delaware
EB-13750,Edward Becker,Corporate,South,Hoover,Alabama
BD-11725,Bruce Degenhardt,Consumer,East,Newark,Ohio
MS-17530,MaryBeth Skach,Consumer,West,San Diego,California
SC-20770,Stewart Carmichael,Corporate,West,San Francisco,California
FM-14380,Fred McMath,Consumer,South,Jacksonville,North Carolina
KT-16480,Kean Thornton,Consumer,East,Franklin,Massachusetts
AP-10720,Anne Pryor,Home Office,Central,Frisco,Texas
RH-19555,Ritsa Hightower,Consumer,South,Tallahassee,Florida
CS-11950,Carlos Soltero,Consumer,West,Seattle,Washington
TM-21010,Tamara Manning,Consumer,West,Vacaville,California
HF-14995,Herbert Flentye,Consumer,West,Los Angeles,California
GA-14515,George Ashbrook,Consumer,West,San Francisco,California
ES-14020,Erica Smith,Consumer,East,New York City,New York
JP-16135,Julie Prescott,Home Office,South,Columbus,Georgia
Dp-13240,Dean percer,Home Office,West,Murray,Utah
RW-19690,Robert Waldorf,Consumer,East,Philadelphia,Pennsylvania
